1	2
2	4
3	4
4	4
5	6
6	6
7	6
8	7
9	7
10	7
11	7
12	7
13	7
14	7
15	7
16	8
17	10
18	10
19	11
20	11
21	12
22	13
23	16
24	18
25	18
26	19
27	21
28	22
29	22
30	23
31	24
32	27
33	27
34	28
35	29
36	32
37	32
38	33
39	33
40	34
41	35
42	35
43	37
44	44
45	51
46	63
47	66
48	67
49	70
50	73
51	76
52	80
53	81
54	86
55	87
56	88
57	89
58	90
59	91
60	92
61	96
62	97
63	99
64	100
65	104
66	106
67	109
68	112
69	112
70	112
71	113
72	117
73	120
74	124
75	127
76	127
77	128
78	129
79	136
80	140
81	141
82	143
83	143
84	144
85	145
86	146
87	149
88	150
89	150
90	151
91	151
92	154
93	157
94	157
95	159
96	163
97	164
98	165
99	166
100	168
101	169
102	171
103	172
104	172
105	172
106	177
107	178
108	178
109	180
110	181
111	182
112	183
113	187
114	188
115	189
116	191
117	194
118	196
119	197
120	197
121	197
122	198
123	202
124	205
125	208
126	209
127	210
128	215
129	216
130	218
131	220
132	221
133	223
134	224
135	225
136	228
137	231
138	231
139	232
140	232
141	237
142	238
143	239
144	239
145	239
146	239
147	239
148	239
149	242
150	244
151	244
152	244
153	245
154	246
155	249
156	252
157	253
158	253
159	254
160	255
161	255
162	256
163	258
164	261
165	261
166	265
167	268
168	269
169	270
170	272
171	275
172	277
173	279
174	279
175	281
176	284
177	285
178	287
179	288
180	291
181	291
182	292
183	294
184	296
185	299
186	304
187	309
188	311
189	312
190	316
191	318
192	321
193	327
194	329
195	332
196	332
197	333
198	336
199	339
200	342
201	343
202	345
203	346
204	349
205	354
206	356
207	358
208	360
209	361
210	364
211	366
212	368
213	370
214	373
215	378
216	381
217	383
218	386
219	390
220	391
221	396
222	404
223	408
224	408
225	411
226	413
227	414
228	414
229	417
230	418
231	419
232	424
233	424
234	426
235	429
236	434
237	434
238	434
239	436
240	438
241	442
242	443
243	447
244	447
245	447
246	451
247	452
248	454
249	456
250	456
251	457
252	460
253	462
254	464
255	464
256	464
257	466
258	468
259	471
260	474
261	477
262	480
263	482
264	483
265	483
266	485
267	489
268	493
269	495
270	500
271	503
272	503
273	507
274	508
275	509
276	509
277	511
278	515
279	516
280	517
281	519
282	520
283	524
284	530
285	531
286	532
287	533
288	535
289	540
290	546
291	551
292	551
293	554
294	554
295	557
296	559
297	560
298	565
299	570
300	573
301	573
302	576
303	580
304	584
305	587
306	588
307	590
308	591
309	595
310	598
311	601
312	605
313	608
314	608
315	609
316	611
317	614
318	617
319	620
320	623
321	623
322	624
323	625
324	627
325	629
326	633
327	633
328	634
329	635
330	636
331	641
332	642
333	644
334	645
335	646
336	647
337	651
338	656
339	658
340	660
341	666
342	667
343	667
344	676
345	680
346	688
347	692
348	696
349	698
350	699
351	702
352	704
353	706
354	712
355	717
356	718
357	718
358	720
359	727
360	734
361	737
362	739
363	740
364	741
365	745
366	747
367	748
368	753
369	758
370	759
371	760
372	764
373	766
374	768
375	769
376	773
377	776
378	778
379	780
380	785
381	793
382	795
383	796
384	797
385	799
386	802
387	809
388	813
389	814
390	817
391	817
392	819
393	822
394	824
395	826
396	830
397	834
398	835
399	837
400	840
401	845
402	852
403	855
404	861
405	862
406	863
407	869
408	877
409	880
410	885
411	891
412	896
413	896
414	902
415	910
416	912
417	916
418	918
419	919
420	921
421	925
422	929
423	935
424	938
425	943
426	944
427	948
428	949
429	953
430	956
431	961
432	968
433	971
434	973
435	976
436	981
437	989
438	996
439	999
440	1001
441	1001
442	1007
443	1016
444	1021
445	1028
446	1032
447	1034
448	1038
449	1039
450	1043
451	1047
452	1052
453	1057
454	1063
455	1065
456	1069
457	1072
458	1079
459	1083
460	1088
461	1093
462	1094
463	1098
464	1103
465	1107
466	1111
467	1117
468	1121
469	1123
470	1126
471	1130
472	1134
473	1139
474	1142
475	1145
476	1148
477	1156
478	1164
479	1170
480	1174
481	1178
482	1182
483	1188
484	1195
485	1197
486	1202
487	1204
488	1209
489	1211
490	1212
491	1217
492	1219
493	1225
494	1236
495	1242
496	1246
497	1248
498	1249
499	1251
500	1257
501	1263
502	1265
503	1265
504	1266
505	1268
506	1272
507	1275
508	1277
509	1277
510	1279
511	1281
512	1284
513	1290
514	1290
515	1294
516	1296
517	1296
518	1296
519	1301
520	1305
521	1310
522	1320
523	1325
524	1328
525	1330
526	1337
527	1340
528	1343
529	1346
530	1350
531	1351
532	1353
533	1359
534	1364
535	1374
536	1380
537	1384
538	1386
539	1389
540	1392
541	1398
542	1407
543	1410
544	1414
545	1415
546	1417
547	1420
548	1426
549	1430
550	1437
551	1441
552	1442
553	1443
554	1452
555	1456
556	1461
557	1468
558	1472
559	1477
560	1478
561	1482
562	1486
563	1489
564	1498
565	1504
566	1506
567	1506
568	1517
569	1522
570	1530
571	1539
572	1542
573	1545
574	1548
575	1553
576	1556
577	1567
578	1578
579	1581
580	1583
581	1589
582	1594
583	1601
584	1609
585	1618
586	1625
587	1629
588	1633
589	1639
590	1645
591	1651
592	1659
593	1663
594	1667
595	1670
596	1672
597	1677
598	1683
599	1686
600	1688
601	1690
602	1694
603	1701
604	1705
605	1716
606	1726
607	1729
608	1733
609	1734
610	1737
611	1742
612	1747
613	1754
614	1758
615	1764
616	1765
617	1772
618	1778
619	1784
620	1796
621	1803
622	1807
623	1809
624	1811
625	1819
626	1822
627	1825
628	1831
629	1835
630	1838
631	1840
632	1844
633	1850
634	1857
635	1861
636	1861
637	1864
638	1868
639	1875
640	1883
641	1891
642	1897
643	1902
644	1905
645	1912
646	1918
647	1925
648	1931
649	1937
650	1938
651	1940
652	1946
653	1951
654	1956
655	1964
656	1969
657	1969
658	1973
659	1981
660	1987
661	1991
662	1999
663	2002
664	2007
665	2009
666	2011
667	2019
668	2035
669	2042
670	2051
671	2052
672	2056
673	2060
674	2071
675	2085
676	2097
677	2100
678	2103
679	2104
680	2109
681	2113
682	2122
683	2125
684	2135
685	2139
686	2140
687	2147
688	2158
689	2165
690	2175
691	2183
692	2191
693	2194
694	2202
695	2212
696	2219
697	2223
698	2230
699	2231
700	2233
701	2234
702	2241
703	2253
704	2265
705	2273
706	2279
707	2285
708	2289
709	2293
710	2300
711	2306
712	2312
713	2318
714	2321
715	2328
716	2335
717	2347
718	2353
719	2362
720	2369
721	2371
722	2379
723	2385
724	2393
725	2406
726	2409
727	2410
728	2412
729	2415
730	2425
731	2437
732	2444
733	2453
734	2457
735	2460
736	2473
737	2480
738	2489
739	2500
740	2506
741	2511
742	2512
743	2522
744	2530
745	2539
746	2545
747	2551
748	2552
749	2558
750	2561
751	2571
752	2581
753	2590
754	2601
755	2603
756	2604
757	2610
758	2621
759	2629
760	2637
761	2646
762	2649
763	2657
764	2665
765	2669
766	2685
767	2695
768	2698
769	2704
770	2708
771	2718
772	2722
773	2732
774	2740
775	2748
776	2763
777	2767
778	2771
779	2777
780	2788
781	2801
782	2807
783	2811
784	2818
785	2825
786	2836
787	2846
788	2854
789	2855
790	2859
791	2860
792	2871
793	2878
794	2884
795	2901
796	2907
797	2908
798	2913
799	2916
800	2926
801	2940
802	2952
803	2959
804	2968
805	2972
806	2979
807	2989
808	2999
809	3008
810	3018
811	3021
812	3024
813	3031
814	3038
815	3048
816	3056
817	3058
818	3065
819	3066
820	3073
821	3085
822	3090
823	3093
824	3097
825	3099
826	3102
827	3110
828	3121
829	3129
830	3136
831	3141
832	3146
833	3152
834	3169
835	3176
836	3186
837	3190
838	3202
839	3207
840	3211
841	3219
842	3229
843	3240
844	3247
845	3250
